start,end,text
352.8,357.21000000000004,"clarity and what clarity does it really"
354.96,358.469,"sharpens it up but you only use it too"
357.21,359.849,"much because it kind of sucks the color"
358.469,361.52,"away and it just starts looking really"
359.849,364.5,"really bad so everything in moderation"
361.52,366.68899999999996,"mind you I am the sort of landscape"
364.5,368.789,"photographer that goes for lots of color"
366.689,371.219,"and punch I like really dramatic photos"
368.789,372.3,"so for me I usually go a little bit"
371.219,374.159,"further than I would if it was like a"
372.3,376.289,"portrait for example and these are your"
374.159,377.46,"base that's your basic panel so you guys"
376.289,379.08,"can play with that it's pretty"
377.46,381.18,"straightforward what I want to talk"
379.08,383.669,"about is the hue saturation and"
381.18,385.56,"luminance tab which is down here HSL so"
383.669,387.539,"this is like think of it as all the"
385.56,389.789,"individual colors that are in your photo"
387.539,391.979,"you have control over each and every one"
389.789,393.599,"of them so if I want this water to be"
391.979,394.66999999999996,"more teal let's take a look at this for"
393.599,396.28999999999996,"example I can"
394.67,397.76,"down here to where it says aqua and blue"
396.29,400.31,"because those are the colors I want to"
397.76,402.89,"manipulate and I can change the color if"
400.31,403.94,"I don't want it as aqua I can drag these"
402.89,405.44,"to the right that's going to make it"
403.94,407.27,"more purple but maybe I want to"
405.44,408.92,"accentuate that aqua so I'm going to"
407.27,411.2,"bring them back down to the left and"
408.92,413.21000000000004,"really make them look aqua but that's a"
411.2,416.03,"little too far so it's finding the right"
413.21,417.5,"balance with your HSL sliders to get the"
416.03,419.71999999999997,"most out of the photo that you've taken"
417.5,422.09,"now a good way to do that is to click"
419.72,424.22,"this little target and that opens up a"
422.09,426.85999999999996,"selection on your on your cursor where"
424.22,429.68,"you can click and drag one way or the"
426.86,431.99,"other way and what that does is takes"
429.68,434.21,"the colors in the exact target area that"
431.99,435.38,"you clicked on and just manipulates"
434.21,437.33,"those when you're dragging your mouse"
435.38,438.89,"right or left so that's a really good"
437.33,440.57,"way of doing that so down here in the"
438.89,442.34,"grass where it's green I can click on"
440.57,443.96,"that and it's now going to move the"
442.34,445.28,"green and the yellow slider it's not"
443.96,445.90999999999997,"going to affect the purple or the pink"
445.28,448.07,"in the sky"
445.91,450.29,"so that's the HSL slider so if we want a"
448.07,452.12,"little more warmth if we want that aqua"
450.29,453.98,"to be a little more aqua to make it feel"
452.12,456.26,"like it's a tropical place we can drop"
453.98,458.36,"that down if we don't want the sky to be"
456.26,460.88,"as blue we can get rid of that as well"
458.36,462.86,"by going over to luminance so we can"
460.88,465.5,"take the brightness of those colors and"
462.86,467.18,"affect those so for instance here's blue"
465.5,468.86,"if we want that blue to be brighter"
467.18,471.17,"we obviously drag it up if you wanted to"
468.86,473.33000000000004,"be darker we drag it down so we're"
471.17,475.37,"affecting the brightness of those colors"
473.33,477.44,"color themselves we can strip or add"
475.37,480.29,"more up so in this instance again we can"
477.44,482.45,"come over to aqua and we can make the"
480.29,484.46000000000004,"saturation of that aqua higher by"
482.45,486.26,"dragging saturation and then we can drag"
484.46,487.94,"the luminance of that aqua higher if we"
486.26,490.37,"want it and then we can change the hue"
487.94,492.37,"of that aqua if we wanted so coming over"
490.37,495.35,"here and playing with the HSL tabs"
492.37,497.12,"hue/saturation illuminance is a great"
495.35,499.43,"way to really get the most out of your"
497.12,501.11,"photos we come over here to my friend"
499.43,502.34000000000003,"Maddie so to bring down the exposure to"
501.11,504.32,"make it a little more even but now the"
502.34,506.75,"photos a little bit dark so here's the"
504.32,509,"next tip come over here to the masking"
506.75,511.52,"brush and this masking brush lets you"
509,513.59,"paint on different settings essentially"
511.52,515.09,"so let's say we wanted the exposure to"
513.59,516.6800000000001,"be higher notice that we're dragging"
515.09,520.39,"this tab right now nothing's happening"
516.68,520.39,"but now if we paint"
521.4,527.16,"[Music]"
524.24,529.35,"we've just painted exposure onto the"
527.16,531.24,"subject and now that that area is"
529.35,533.4300000000001,"selected based off this little target"
531.24,535.44,"dot that you see here we can continue to"
533.43,537.39,"change that we can make it super bright"
535.44,538.9200000000001,"you can see where I painted or you can"
537.39,541.3199999999999,"bring it down darker so you can really"
538.92,543.12,"affect just one area if I want to bring"
541.32,546.0300000000001,"him up a little bit they can sharp or"
543.12,548.07,"using clarity or using the sharpness or"
546.03,549.87,"changing just his color to make them a"
548.07,552.1800000000001,"little more red or making a little more"
549.87,554.01,"blue we can do that by using this brush"
552.18,555.5999999999999,"tool to paint in different areas to"
554.01,557.16,"bring up the darkness and someone's eyes"
555.6,560.13,"to bring out the white and someone's"
557.16,562.5,"smile to paint a more exaggerated"
560.13,564.39,"dramatic sunset now that we've just done"
562.5,566.64,"this we can come over here to new and"
564.39,568.55,"it's going to reset our brush so let's"
566.64,571.41,"say I want the exposure now to be darker"
568.55,573.87,"contrast to be higher blacks to be down"
571.41,576.03,"White's to be up shadows to be a bit"
573.87,578.97,"more deep now when I paint it's going to"
576.03,581.49,"put exactly those settings into my brush"
578.97,583.86,"you know it's obviously overkill but now"
581.49,585.84,"because that area is selected we can go"
583.86,587.76,"in we can change the exposure of it if"
585.84,589.35,"it's too much we can make it more blue"
587.76,590.55,"if it's not blue enough we can make it"
589.35,591.21,"less blue like that actually looks"
590.55,593.04,"pretty cool"
591.21,594.87,"we could bring the clarity up of the sky"
593.04,597.2099999999999,"we can bring the contrast down of the"
594.87,598.23,"sky or we can bring it up higher so you"
597.21,599.9100000000001,"can see if you can really affect"
598.23,601.38,"different areas of the photo and if we"
599.91,603.63,"ever want to get back to a previous"
601.38,605.79,"masking brush we just click on the"
603.63,607.4399999999999,"target dot and now that area is selected"
605.79,609.63,"or we come back over here and click on"
607.44,611.5500000000001,"that target and that area is selected so"
609.63,613.59,"that's the masking brush you can use it"
611.55,615.9,"to completely brighten up a photo as an"
613.59,617.4300000000001,"example this photos a little bit dark we"
615.9,619.47,"can go over here to the brush bring up"
617.43,622.3199999999999,"the exposure and we can paint some new"
619.47,624.0600000000001,"light into this entire photo and now we"
622.32,625.5,"can bring up that brightness another"
624.06,627.3,"really cool thing is if you if you"
625.5,629.97,"select the circle here and let's zoom"
627.3,633.0899999999999,"into a photo we can draw an oval over"
629.97,634.6800000000001,"this box position it right here change"
633.09,638.1600000000001,"the brightness if we want let's make it"
634.68,640.29,"really really yellow let's bring the"
638.16,642.66,"contrast up on it bring the blacks down"
640.29,644.55,"that kind of thing and then we can right"
642.66,646.02,"click and hit duplicate and that's going"
644.55,647.91,"to duplicate the same thing we can move"
646.02,650.84,"it over to this window and then as an"
647.91,653.13,"example when we hit done and we zoom out"
650.84,655.649,"that looks like the lights are on now"
653.13,658.949,"that's a super exaggerated horrible"
655.649,661.019,"horrible hack job of doing that but I do"
658.949,662.79,"do this all the time here's a picture"
661.019,665.899,"from yesterday that I posted on"
662.79,669.5999999999999,"Instagram here's the exact same photo I"
665.899,672.629,"used all the HSL sliders I painted in"
669.6,674.6990000000001,"new light I use that oval as a means to"
672.629,676.139,"turn all of these different lights on"
674.699,677.819,"that otherwise didn't have lights on"
676.139,680.61,"before but it just adds so much more"
677.819,681.509,"light to the photo and it's that easy to"
680.61,683.369,"do in Lightroom"
681.509,684.899,"here's another photo for example it's on"
683.369,686.429,"its sides you're going to hit command in"
684.899,688.74,"the left bracket and that's going to"
686.429,691.17,"straighten it out now there's also all"
688.74,692.819,"your tone curves are down here so if you"
691.17,695.1189999999999,"want to make this more vintage a classic"
692.819,696.959,"look to do that is to lift the black so"
695.119,698.519,"and then we're going to drop those"
696.959,700.92,"mid-tones back down and we're going to"
698.519,705.179,"even out that line and then we're going"
700.92,710.009,"to adjust that slightly perfect come"
705.179,712.86,"down here to our few saturation we're"
710.009,715.379,"going to take those greens make them a"
712.86,716.939,"little less green bring up that"
715.379,719.79,"saturation slightly a little bit of"
716.939,721.949,"luminance then come over here lift the"
719.79,725.069,"shadows slightly add a little bit more"
721.949,727.05,"contrast a little bit more clarity we"
725.069,729.689,"can even make the feel of this shot a"
727.05,731.279,"little more more on the warm side and"
729.689,735.449,"there you go again we can come down here"
731.279,737.55,"scroll down and hit enable profile"
735.449,739.4989999999999,"Corrections you can see it brightens up"
737.55,741.389,"those edges select the lens that I was"
739.499,743.49,"using which is the 70 to 200 to eight"
741.389,744.569,"how do we export it for Instagram so"
743.49,746.279,"that looks the best"
744.569,748.17,"now you're noticing a trend on Instagram"
746.279,750.87,"right now where all the shots are big"
748.17,752.399,"fat vertical pictures because you want"
750.87,754.529,"to take up as much real estate on"
752.399,757.11,"Instagram as you can to drive the most"
754.529,760.319,"engagement so for instance here's my"
757.11,762.569,"account right here that picture is a big"
760.319,763.9799999999999,"fat photo so what's the best way to do"
762.569,766.74,"that well if you come into Lightroom and"
763.98,769.019,"you click on this crop button you'll see"
766.74,772.0790000000001,"aspect original you're going to click on"
769.019,773.49,"that and go enter custom and that size"
772.079,776.069,"that you're seeing everyone post on"
773.49,778.8290000000001,"Instagram including myself is 5 by 4 so"
776.069,781.9799999999999,"change that to 5 by 4 and hit OK you're"
778.829,785.069,"going to see a new crop so this little"
781.98,786.87,"outline box right here is 5 by 4 so now"
785.069,788.3499999999999,"we have to choose where we want the"
786.87,790.329,"photo let's say we want it right here"
788.35,792.72,"we're going to hit done at this point"
790.329,794.8599999999999,"you're going to go over to file export"
792.72,796.3290000000001,"make sure everything is on the highest"
794.86,797.769,"quality come down here make sure that's"
796.329,799.029,"at 100 because a lot of the time it's"
797.769,801.43,"not we're going to export this to the"
799.029,804.1899999999999,"desktop so hit export once that's"
801.43,807.7589999999999,"finished come over here right click hit"
804.19,810.519,"share airdrop if you're on a Mac my"
807.759,813.19,"phone is going to pop up boom and you'll"
810.519,815.92,"see now my phone is going to get this"
813.19,818.11,"image and it's that easy now I have a"
815.92,820.779,"super high quality version of this photo"
818.11,822.79,"on my phone straight from Lightroom that"
820.779,825.61,"I've used to edit perfect for Instagram"
822.79,828.3389999999999,"I'm ready to upload no quality loss lots"
825.61,830.0500000000001,"of real estate well good to go now for"
828.339,832.0600000000001,"some super fast tips and shortcuts to"
830.05,833.829,"round this thing off check this out when"
832.06,835.8699999999999,"you're sliding any of the sliders on the"
833.829,837.6389999999999,"right side hold down alt let's do"
835.87,840.04,"highlights for example when you start"
837.639,841.449,"sliding those everything that you're"
840.04,843.519,"seeing on the screen right now is"
841.449,845.17,"showing you what is overexposed so if"
843.519,846.97,"you bring that all the way down to when"
845.17,849.67,"there's nothing on the screen and let go"
846.97,851.769,"that is where nothing in this photo is"
849.67,853.93,"blown out same with exposure you hold"
851.769,855.79,"down alt and you bring that up that's"
853.93,857.649,"all the stuff that's blown out so that"
855.79,860.11,"right there is a perfectly exposed photo"
857.649,862.24,"next tip hit F on your keyboard boom"
860.11,864.5790000000001,"that's going to give you a full sized"
862.24,866.319,"screen preview of whatever it is that"
864.579,868.029,"you're looking at you hit em again and"
866.319,872.4399999999999,"you're brought back to this menu which"
868.029,874.42,"is amazing next tip hit Y Y is going to"
872.44,875.9200000000001,"show you a side-by-side comparison of"
874.42,878.019,"before and after if you want to take"
875.92,880.029,"that to the next level hit shift Y"
878.019,882.1,"that's going to give you a split before"
880.029,884.889,"and after of the same photo you want to"
882.1,886.12,"get out of that just hit Y we're back so"
884.889,888.279,"that's it for me guys I hope you guys"
886.12,890.23,"enjoyed this video happy father's day"
888.279,892.3,"and as a special gift to all the dads"
890.23,893.769,"out there who are wanting to check out"
892.3,897.399,"some presets for your videos or your"
893.769,898.93,"photos my Luntz pack today is 40% off so"
897.399,900.76,"link is in the description head down"
898.93,903.7299999999999,"there click on it sales done you've got"
900.76,905.139,"to Add to Cart so 40% off thank you so"
903.73,907.389,"much for your support I hope you guys"
905.139,909.189,"have a great day hit that like button if"
907.389,911.019,"you like this video subscribe if you"
909.189,912.699,"aren't already and I forgot to say you"
911.019,915.25,"are free to smash that like button"
912.699,917.29,"should you so desire I am headed out of"
915.25,918.55,"the country tomorrow I'm not headed no"
917.29,919.689,"I'm headed to the other side of the"
918.55,922.13,"country tomorrow so it's going to be"
919.689,924.3499999999999,"good I hope to have lots of vlogs to you"
922.13,926,"week and a couple random tutorials that"
924.35,929,"I'm not even sure if they'll work out"
926,930.71,"but I'm planning to try so stay tuned to"
929,932.39,"the channel lots of fun stuff coming I"
930.71,933.86,"love each and every one of you hope you"
932.39,938.75,"guys enjoyed that now go edit some"
933.86,941.47,"photos and I got nothing I'll see you"
938.75,941.47,"guys the next video"
